team,ladder_points,points_for,points_against,points_diff,season,round,ladder_position,comp
Titans,4,106,233,-127,2020,8,15,NRL
Titans,6,122,245,-123,2020,9,15,NRL
Titans,0,6,19,-13,2021,1,11,NRL
Titans,2,34,35,-1,2021,2,10,NRL
Titans,4,78,43,35,2021,3,4,NRL
Titans,4,82,63,19,2021,4,9,NRL
Titans,6,124,79,45,2021,5,7,NRL
Titans,6,124,115,9,2021,6,7,NRL
Titans,6,154,155,-1,2021,7,7,NRL
Titans,6,182,191,-9,2021,8,8,NRL
Titans,8,218,219,-1,2021,9,7,NRL
Titans,0,28,32,-4,2022,1,10,NRL
Titans,2,48,50,-2,2022,2,9,NRL
Titans,2,70,74,-4,2022,3,10,NRL
Titans,4,78,80,-2,2022,4,9,NRL
Titans,4,98,106,-8,2022,5,10,NRL
Titans,4,116,132,-16,2022,6,10,NRL
Titans,4,120,162,-42,2022,7,12,NRL
Titans,4,124,180,-56,2022,8,12,NRL
Titans,4,140,224,-84,2022,9,14,NRL
Titans,2,22,10,12,2023,1,2,NRL
Titans,2,40,42,-2,2023,2,8,NRL
Titans,4,78,76,2,2023,3,6,NRL
Titans,4,90,100,-10,2023,4,11,NRL
Titans,6,90,100,-10,2023,5,9,NRL
Titans,8,110,118,-8,2023,6,6,NRL
Titans,8,136,161,-25,2023,7,10,NRL
Titans,8,162,189,-27,2023,8,10,NRL
Titans,10,188,199,-11,2023,9,10,NRL
Titans,0,4,28,-24,2024,1,16,NRL
Titans,2,4,28,-24,2024,2,13,NRL
Titans,2,4,60,-56,2024,3,16,NRL
Titans,2,18,90,-72,2024,4,17,NRL
Titans,2,40,125,-85,2024,5,16,NRL
Titans,2,60,146,-86,2024,6,16,NRL
Titans,2,90,180,-90,2024,7,17,NRL
Titans,4,117,204,-87,2024,8,16,NRL
Titans,4,137,226,-89,2024,9,16,NRL
Titans,2,0,0,0,2025,1,9,NRL
Titans,2,24,40,-16,2025,2,12,NRL
Titans,4,50,46,4,2025,3,6,NRL
Titans,6,80,58,22,2025,4,5,NRL
Titans,6,90,94,-4,2025,5,8,NRL
Titans,6,106,132,-26,2025,6,11,NRL
Titans,6,126,162,-36,2025,7,13,NRL
Titans,6,144,212,-68,2025,8,14,NRL
Titans,6,162,250,-88,2025,9,16,NRL
Titans,0,10,50,-40,2026,1,16,NRL
Titans,0,24,68,-44,2026,2,17,NRL
Titans,0,40,98,-58,2026,3,17,NRL
Titans,2,62,112,-50,2026,4,16,NRL
Titans,2,74,138,-64,2026,5,15,NRL
Titans,4,126,148,-22,2026,6,14,NRL
Titans,4,146,176,-30,2026,7,16,NRL
Titans,4,146,176,-30,2026,8,16,NRL
Titans,4,146,176,-30,2026,9,16,NRL
Titans,6,170,232,-62,2026,10,16,NRL
Titans,6,182,268,-86,2026,11,16,NRL
Titans,6,192,280,-88,2026,12,16,NRL
Warriors,0,26,34,-8,2016,1,11,NRL
Warriors,0,36,59,-23,2016,2,12,NRL
Warriors,0,50,80,-30,2016,3,15,NRL
Warriors,2,90,98,-8,2016,4,13,NRL
Warriors,4,122,126,-4,2016,5,10,NRL
Warriors,4,140,160,-20,2016,6,13,NRL
Warriors,6,164,180,-16,2016,7,11,NRL
Warriors,6,164,222,-58,2016,8,13,NRL
Warriors,8,190,232,-42,2016,9,9,NRL
Warriors,2,26,22,4,2017,1,8,NRL
Warriors,2,36,48,-12,2017,2,11,NRL
Warriors,2,48,72,-24,2017,3,15,NRL
Warriors,2,60,98,-38,2017,4,14,NRL
Warriors,4,88,120,-32,2017,5,13,NRL
Warriors,6,110,130,-20,2017,6,10,NRL
Warriors,6,118,150,-32,2017,7,12,NRL
Warriors,6,132,170,-38,2017,8,12,NRL
Warriors,8,146,183,-37,2017,9,11,NRL
Warriors,2,32,20,12,2018,1,3,NRL
Warriors,4,52,28,24,2018,2,2,NRL
Warriors,6,72,47,25,2018,3,2,NRL
Warriors,8,102,53,49,2018,4,2,NRL
Warriors,10,124,65,59,2018,5,2,NRL
Warriors,10,142,92,50,2018,6,3,NRL
Warriors,12,162,104,58,2018,7,2,NRL
Warriors,12,172,154,18,2018,8,3,NRL
Warriors,14,198,158,40,2018,9,2,NRL
Warriors,2,40,6,34,2019,1,1,NRL
Warriors,2,46,40,6,2019,2,8,NRL
Warriors,2,58,86,-28,2019,3,12,NRL
Warriors,4,84,96,-12,2019,4,9,NRL
Warriors,4,108,124,-16,2019,5,10,NRL
Warriors,4,118,141,-23,2019,6,10,NRL
Warriors,4,130,154,-24,2019,7,12,NRL
Warriors,4,148,190,-42,2019,8,12,NRL
Warriors,6,174,208,-34,2019,9,12,NRL
Warriors,0,0,20,-20,2020,1,16,NRL
Warriors,0,6,40,-34,2020,2,15,NRL
Warriors,2,24,40,-16,2020,3,12,NRL
Warriors,2,24,66,-42,2020,4,14,NRL
Warriors,4,61,92,-31,2020,5,11,NRL
Warriors,4,73,132,-59,2020,6,13,NRL
Warriors,4,79,182,-103,2020,7,14,NRL
Warriors,6,105,198,-93,2020,8,12,NRL
Warriors,6,117,214,-97,2020,9,13,NRL
Warriors,2,19,6,13,2021,1,6,NRL
Warriors,2,35,26,9,2021,2,7,NRL
Warriors,4,69,57,12,2021,3,9,NRL
Warriors,4,81,89,-8,2021,4,11,NRL
Warriors,4,93,102,-9,2021,5,10,NRL
Warriors,6,113,116,-3,2021,6,8,NRL
Warriors,6,133,158,-25,2021,7,9,NRL
Warriors,8,157,178,-21,2021,8,7,NRL
Warriors,8,189,216,-27,2021,9,8,NRL
Warriors,0,16,28,-12,2022,1,14,NRL
Warriors,0,34,48,-14,2022,2,14,NRL
Warriors,2,50,60,-10,2022,3,12,NRL
Warriors,4,70,66,4,2022,4,7,NRL
Warriors,6,95,90,5,2022,5,7,NRL
Warriors,6,109,112,-3,2022,6,9,NRL
Warriors,6,119,182,-63,2022,7,11,NRL
Warriors,8,140,202,-62,2022,8,11,NRL
Warriors,8,150,231,-81,2022,9,10,NRL
Warriors,2,20,12,8,2023,1,5,NRL
Warriors,2,32,32,0,2023,2,7,NRL
Warriors,4,58,44,14,2023,3,4,NRL
Warriors,6,74,58,16,2023,4,4,NRL
Warriors,8,106,88,18,2023,5,2,NRL
Warriors,8,130,122,8,2023,6,5,NRL
Warriors,10,152,136,16,2023,7,3,NRL
Warriors,10,174,166,8,2023,8,7,NRL
Warriors,10,174,180,-6,2023,9,8,NRL
Warriors,0,12,16,-4,2024,1,10,NRL
Warriors,0,38,46,-8,2024,2,14,NRL
Warriors,2,56,56,0,2024,3,11,NRL
Warriors,4,76,68,8,2024,4,10,NRL
Warriors,6,110,72,38,2024,5,6,NRL
Warriors,7,132,94,38,2024,6,7,NRL
Warriors,7,144,124,20,2024,7,10,NRL
Warriors,7,168,151,17,2024,8,12,NRL
Warriors,7,176,165,11,2024,9,14,NRL
Warriors,0,8,30,-22,2025,1,14,NRL
Warriors,2,44,46,-2,2025,2,11,NRL
Warriors,4,58,52,6,2025,3,11,NRL
Warriors,6,84,76,8,2025,4,6,NRL
Warriors,8,84,76,8,2025,5,4,NRL
Warriors,8,98,118,-20,2025,6,6,NRL
Warriors,10,118,136,-18,2025,7,4,NRL
Warriors,12,144,148,-4,2025,8,4,NRL
Warriors,14,174,174,0,2025,9,3,NRL
Warriors,2,42,18,24,2026,1,4,NRL
Warriors,4,82,24,58,2026,2,2,NRL
Warriors,6,120,36,84,2026,3,1,NRL
Warriors,6,134,68,66,2026,4,2,NRL
Warriors,6,156,104,52,2026,5,5,NRL
Warriors,8,194,118,76,2026,6,3,NRL
Warriors,10,222,138,84,2026,7,2,NRL
Warriors,10,222,138,84,2026,8,2,NRL
Warriors,10,222,138,84,2026,9,2,NRL
Warriors,16,278,170,108,2026,10,2,NRL
Warriors,18,320,182,138,2026,11,2,NRL
Warriors,20,350,194,156,2026,12,2,NRL
Panthers,26,437,164,273,2026,14,1,NRL
Warriors,22,368,214,154,2026,14,2,NRL
Roosters,20,323,250,73,2026,14,3,NRL
Eagles,18,367,250,117,2026,14,4,NRL
Dolphins,18,330,253,77,2026,14,5,NRL
Sharks,18,356,294,62,2026,14,6,NRL
Knights,18,370,338,32,2026,14,7,NRL
Rabbitohs,16,338,294,44,2026,14,8,NRL
Cowboys,16,343,356,-13,2026,14,9,NRL
Tigers,16,275,353,-78,2026,14,10,NRL
Storm,12,346,348,-2,2026,14,11,NRL
Broncos,12,275,341,-66,2026,14,12,NRL
Bulldogs,12,233,330,-97,2026,14,13,NRL
Raiders,12,249,347,-98,2026,14,14,NRL
Titans,10,220,303,-83,2026,14,15,NRL
Eels,10,269,421,-152,2026,14,16,NRL
Dragons,4,184,427,-243,2026,14,17,NRL
Panthers,28,437,164,273,2026,15,1,NRL
Warriors,22,376,224,152,2026,15,2,NRL
Eagles,20,367,250,117,2026,15,3,NRL
Dolphins,20,378,263,115,2026,15,4,NRL
Sharks,20,366,302,64,2026,15,5,NRL
Roosters,20,333,298,35,2026,15,6,NRL
Knights,20,370,338,32,2026,15,7,NRL
Rabbitohs,18,386,300,86,2026,15,8,NRL
Cowboys,18,343,356,-13,2026,15,9,NRL
Tigers,18,311,381,-70,2026,15,10,NRL
Storm,14,346,348,-2,2026,15,11,NRL
Bulldogs,14,233,330,-97,2026,15,12,NRL
Raiders,12,261,362,-101,2026,15,13,NRL
Broncos,12,281,389,-108,2026,15,14,NRL
Eels,12,284,433,-149,2026,15,15,NRL
Titans,10,248,339,-91,2026,15,16,NRL
Dragons,6,184,427,-243,2026,15,17,NRL
