match_id,team_name,utc_start,comp_id,season,round,team_location,goals_per_kick,m_per_run,tb_per_run,lb_per_run,offs_per_run,ta_per_touch,lba_per_touch,kick_per_touch,pass_per_touch,km_per_kick,tries_per_game,err_per_touch,points_per_game,tackles_time,saves_per_game,miss_per_t,pen_per_t,ineff_per_t
98670403,Raiders,2016-03-26T06:30:03Z,9867,2016,4,home,0.6993428571428572,9.481540616691316,0.16858168832801185,0.025072446736270265,0.07283061488756341,0.01643316755096394,0.00882177909207161,0.012612775767189468,0.32807255903349614,36.97033333333333,0.18663529411764707,0.029354262279533895,1.3078117647058822,29.747719607843138,0.0035294117647058855,0.11277107431614025,0.02802026482543559,0.0743749292442914
98670403,Titans,2016-03-26T06:30:03Z,9867,2016,4,away,NA,8.91679252505557,0.06409735370440962,0.012611681547619045,0.05188387445887447,0.009033649231372325,0.005368101318658853,0.029594588437017576,0.3112086724518024,26.568178547008547,0.30545,0.04408919970700861,1.82565,26.354620833333332,0.05875,0.0598084274984275,0.037500988360298707,0.07094949667641351
98670404,Eagles,2016-03-26T08:30:04Z,9867,2016,4,away,0.96244,8.633280768009213,0.057614466104930505,0.006455113122171947,0.049217823744882566,0.010457721693121693,0.010267245502645503,0.032717855277580137,0.35037531856731013,23.42574642857143,0.14885333333333334,0.030540068896956554,0.7597866666666667,31.63728,0.11781333333333333,0.032598151816169325,0.017081233892005963,Inf
98670404,Roosters,2016-03-26T08:30:04Z,9867,2016,4,home,NA,9.558551518363988,0.14137342889789947,0.0015033433233433246,0.07899701232101232,0.0016250623678876347,0.0014141840610093276,0.028753602482817334,0.3043121042714292,30.401030194805195,0.015040000000000013,0.038347546533793325,0.1930133333333334,31.564453333333333,0,0.12911702018598953,0.0213962315919247,0.04908420884239342
98670405,Panthers,2016-03-27T05:00:05Z,9867,2016,4,away,0.976,10.031005603903978,0.12023246601351865,0.02985021645021645,0.10289599455624406,0.019082227430436728,0.018694901960784313,0.02136037695211507,0.31807169761940757,32.078234795321634,0.23176470588235293,0.06214081604435492,1.494541176470588,21.780507843137254,0,0.11174889848513865,0.047501957258427846,0.07202065003000241
98670405,Dragons,2016-03-27T05:00:05Z,9867,2016,4,home,0.5382,8.462841343662465,0.09482161513731367,0.003068055555555555,0.058376831709956715,6.465517241379316e-5,0.003916666666666666,0.03323005322917146,0.3139902190946253,32.69744,0.1142,0.045882840912527104,0.69975,26.186708333333332,0,0.05985554950370875,0.02996917224536319,0.03878469132039511
98670406,Knights,2016-03-28T03:00:06Z,9867,2016,4,away,1,9.90348811574949,0.08012344707923656,0.03425209482038429,0.02478311550377727,0.0029363092499539003,0.004543922886317537,0.028827716105606152,0.2942719907221871,34.557637301587306,0.246475,0.026141438470813863,1.2438500000000001,32.4332625,0,0.06602388894590325,0.020745327374043082,0.05156332266396551
98670406,Warriors,2016-03-28T03:00:06Z,9867,2016,4,home,NA,10.32551980609668,0.09963751900876901,0.03010111111111111,0.08877834478021979,0.007532678934722367,0.01140261264684358,0.019998114347055097,0.3498276290698513,35.21342666666666,0.23215,0.020097860803511086,1.2886,26.427933333333332,0.058975,Inf,0.012366804241604242,0.037350698030263245
98670407,Eels,2016-03-28T05:00:07Z,9867,2016,4,away,0.10512000000000009,8.64891427104758,0.13290011329356918,0.011028948135198136,0.07649824095022624,0.008675473775717183,0.011907105508870214,0.024346884910122872,0.38044549004698336,17.546933333333335,0.06920000000000001,0.037985666432421475,0.33157647058823536,27.525113725490197,0.0033176470588235324,0.050157790779425664,0.019935781771424296,0.046237224820943945
98670407,Tigers,2016-03-28T05:00:07Z,9867,2016,4,home,0.7795333333333333,10.656070620823622,0.09592523931623932,0.03858446031746032,0.0960991623931624,0.01431063554802685,0.014621602358993662,0.03565038706478706,0.3502379108173401,37.52594571428572,0.3158,0.05187250386006907,1.85115,21.993822916666666,0,0.22712133774463122,0.01914884671781756,0.039294167092734866
