result,match_id,date,round,season_stage,away_result,home_result,away_team,home_team,goals_per_kick_away,goals_per_kick_home,m_per_run_away,m_per_run_home,tb_per_run_away,tb_per_run_home,lb_per_run_away,lb_per_run_home,offs_per_run_away,offs_per_run_home,ta_per_touch_away,ta_per_touch_home,lba_per_touch_away,lba_per_touch_home,kick_per_touch_away,kick_per_touch_home,pass_per_touch_away,pass_per_touch_home,km_per_kick_away,km_per_kick_home,tries_per_game_away,tries_per_game_home,err_per_touch_away,err_per_touch_home,points_per_game_away,points_per_game_home,tackles_time_away,tackles_time_home,saves_per_game_away,saves_per_game_home,miss_per_t_away,miss_per_t_home,pen_per_t_away,pen_per_t_home,ineff_per_t_away,ineff_per_t_home,score_away,score_home,completion_rate_percentage_away,completion_rate_percentage_home,possession_percentage_away,possession_percentage_home,time_in_own_half_away,time_in_own_half_home,time_in_opp_half_away,time_in_opp_half_home,time_in_own20_away,time_in_own20_home,time_in_opp20_away,time_in_opp20_home,set_restarts_away,set_restarts_home,goal_line_dropouts_away,goal_line_dropouts_home,days_rest_away,days_rest_home,ladder_points_away,ladder_points_home,ladder_points_for_away,ladder_points_for_home,ladder_points_against_away,ladder_points_against_home,ladder_points_diff_away,ladder_points_diff_home,ladder_position_away,ladder_position_home,elo_away,elo_home,shortelo_away,shortelo_home,longelo_away,longelo_home,goals_per_kick_diff,m_per_run_diff,tb_per_run_diff,lb_per_run_diff,offs_per_run_diff,ta_per_touch_diff,lba_per_touch_diff,kick_per_touch_diff,pass_per_touch_diff,km_per_kick_diff,tries_per_game_diff,err_per_touch_diff,points_per_game_diff,tackles_time_diff,saves_per_game_diff,miss_per_t_diff,pen_per_t_diff,ineff_per_t_diff,score_diff,completion_rate_percentage_diff,possession_percentage_diff,time_in_own_half_diff,time_in_opp_half_diff,time_in_own20_diff,time_in_opp20_diff,set_restarts_diff,goal_line_dropouts_diff,days_rest_diff,ladder_points_diff,ladder_points_for_diff,ladder_points_against_diff,ladder_points_diff_diff,ladder_position_diff,elo_diff,shortelo_diff,longelo_diff,prhome,shortprhome,longprhome
H,127550506,2025-04-05T08:35:00Z,5,Early,24,46,Tigers,Broncos,0.06470404559703131,0.07286215492911302,8.270710795593713,8.46453341365163,0.18906836676122588,0.19452213540093585,0.02704289862351057,0.032974439743237084,0.046123246185381876,0.05846323112955197,0.004878659078676096,0.007308132055063874,0.006341124439500525,0.007917588505503174,0.023502442140428587,0.03918022887333498,0.35318743058490665,0.2988233101465291,6.721087774596789,7.984381511797002,0.228188548970042,0.21759055818692516,0.024228535037558816,0.03311132572620619,1.3126038322778724,1.4521502161054336,27.615578051208473,29.344142837170565,0.04474934395741775,0.02133650784801889,0,0,0.02091733815461107,0,0.04797049347079109,0,20.58121114752012,24.06174031711842,77.19803761599553,78.23880832237354,48.81151269244657,49.100329875104535,1213.7477064939305,1216.289136764688,1117.570576810251,1115.1376204619532,1377.3631355274367,1333.5066394496878,1117.2942909572425,1176.0684749243833,2.7717059002268374,2.782764126232941,1.4134338263399124,1.233489637658342,6.055555555555555,7.982638888888889,0,6,0,118,0,74,0,44,0,3,1302.8372862310325,1534.8175667294943,1338.9638827309645,1519.8697541578254,1306.2480329634006,1528.4809461133786,0.008158109332081706,0.19382261805791678,0.005453768639709977,0.005931541119726515,0.012339984944170095,0.002429472976387778,0.0015764640660026492,0.01567778673290639,-0.05436412043837757,1.2632937372002129,-0.01059799078311685,0.008882790688647373,0.13954638382756124,1.7285647859620923,-0.023412836109398864,0,0,0,3.4805291695983023,1.0407707063780123,0.2888171826579651,2.5414302707574734,-2.4329563482976937,-43.85649607774894,58.77418396714074,0.0110582260061034,-0.17994418868157047,1.927083333333334,0,0,0,0,0,231.98028049846175,180.9058714268608,222.232913149978,0.7917301203081575,0.7391157866471142,0.7823264222742613
A,127550507,2025-04-06T06:05:00Z,5,Early,48,24,Storm,Eagles,0.02302964263215295,0.056165689731819346,8.517324130446559,8.231667326504663,0.16954920258900746,0.1429089806691133,0.033071904626879485,0.02659590466485107,0.054499742578178564,0.03670699500262233,0.007310675475391696,0.00868580903542902,0.0077281639398652235,0.00987424332625789,0.02991826794381208,0.023123996972806222,0.29070050455502966,0.3118692412128228,7.290073793410536,5.573051623408243,0.28292519302165725,0.23019398335842023,0.027055930753924533,0.027884579909420795,1.2947755655144029,1.4487203980987406,29.182913376463823,27.888646914566486,0.024509695323027353,0.025342678949846226,0,0,0,0,0.046136017271140584,0,29.46593012098775,26.737929901300436,77.64139571907215,77.54615075102187,52.16047253589479,51.95776676555674,1159.5347572337196,1205.3741282122378,1162.9867189688398,1156.0065437985222,1140.4604914131387,1216.346113733885,1350.0083946299217,1253.5428138277268,3.0942272924486716,3.4410518159043653,1.3411332162895213,1.1183629880026753,8.086805555555555,7.041666666666667,6,0,94,0,56,0,38,0,4,0,1696.7092706260078,1533.5028439113971,1674.5365316752373,1506.9115123619247,1708.3309557244568,1559.1323126361024,0.033136047099666395,-0.28565680394189563,-0.026640221919894153,-0.006475999962028415,-0.017792747575556232,0.0013751335600373244,0.0021460793863926665,-0.006794270971005857,0.02116873665779312,-1.7170221700022932,-0.05273120966323702,8.286491554962624e-4,0.15394483258433778,-1.2942664618973367,8.329836268188735e-4,0,0,0,-2.7280002196873134,-0.09524496805028093,-0.20270577033804926,45.83937097851822,-6.98017517031758,75.88562232074628,-96.46558080219484,0.3468245234556937,-0.222770228286846,-1.0451388888888884,0,0,0,0,0,-163.20642671461064,-167.62501931331258,-149.1986430883544,0.281003025605081,0.2758927773340522,0.29757832583804744
H,127550508,2025-04-06T08:15:00Z,5,Early,0,20,Knights,Bulldogs,0.04172883395056352,0.025642949850780167,8.494388772973801,7.873993025158508,0.21300162304701364,0.12997998730599283,0.022224307766934168,0.020436381202639572,0,0,0.005573323127004995,0.005988323934421379,0.007181710131332347,0.007548070252039981,0.01971270438511708,0.015473843011520499,0.30313125808671815,0.29458184717266395,5.045458901891653,5.317396283016763,0.19972618129581562,0.20619101608613105,0.0364867204832431,0.023036270706273492,1.1086813514088347,1.0176620826359726,32.22530306027931,29.67993501282598,0.0406747992769341,0.06155898234972692,0,0,0,0,0,0,20.094972579000824,22.515912220244658,77.72072661415184,77.8459991892328,48.30693520400965,49.3355819279423,1246.7337974194647,1229.6681635911941,1209.2740932423642,1199.7608814929335,1232.6766660499775,1129.9599973698362,1151.9473606356403,1272.7545803543715,2.4221181039616018,2.4324759015973636,1.363821423046584,1.056793281223185,14.98611111111111,7.986111111111111,4,8,42,104,46,58,-4,46,4,1,1485.7144261585786,1488.574217048292,1467.5893112860895,1430.9116632709297,1492.1554403811697,1555.0504451085558,-0.01608588409978335,-0.6203957478152935,-0.08302163574102081,-0.0017879265642945959,0,4.150008074163842e-4,3.6636012070763446e-4,-0.0042388613735965825,-0.0085494109140542,0.27193738112511046,0.006464834790315427,-0.013450449776969606,-0.09101926877286215,-2.54536804745333,0.02088418307279282,0,0,0,2.4209396412438338,0.12527257508095602,1.0286467239326527,-17.06563382827062,-9.513211749430639,-102.71666868014131,120.80721971873118,0.010357797635761834,-0.3070281418233989,-7,4,62,12,50,-3,2.859790889713395,-36.677648015159775,62.895004727386095,0.5041154769767838,0.44741183002134116,0.5895372561529033
H,127550601,2025-04-10T09:50:00Z,6,Early,12,30,Panthers,Dolphins,0.07082628664089057,0.05009027805345138,8.07756903960233,8.49075865602866,0.163016709952297,0.13615503272610377,0.027464259104331867,0.0243480081642825,0.04553649942668444,0.04933531086083798,0.00858105373398594,0.006595853725255257,0.010600843819356954,0.007566937487922327,0.028641497104240098,0.02678970331571605,0.2940335742261263,0.35701915616355645,5.446275771982391,6.19764331462683,0.22471186103627772,0.21455416048787165,0.036716172426266694,0.03223076256810356,1.5510404127844277,1.2569799263261232,29.00303594156026,29.907373992736446,0.03420971315477447,0.0286114221624901,0,0,0.018515224780305428,0,0,0.05144406636000865,24.69300678938505,21.839833148914494,78.74447268853393,77.63337166618385,50.252806117277956,49.23253109059588,1155.1344838975022,1197.3306189937525,1273.111807505873,1243.4344606214859,998.5410604732297,1192.4599397950624,1393.6431545747673,1201.2048601083711,2.409094617922738,2.326704567246413,0.7807486344901129,1.1935923577018974,6.118055555555555,5.138888888888889,2,2,120,92,140,102,-20,-10,15,14,1688.4359954285987,1408.4823745984218,1676.3240591734113,1448.4231932021369,1655.256330814538,1380.142062376193,-0.020736008587439188,0.41318961642632956,-0.02686167722619323,-0.0031162509400493657,0.0037988114341535387,-0.0019852000087306823,-0.0030339063314346274,-0.001851793788524049,0.06298558193743015,0.7513675426444388,-0.010157700548406062,-0.0044854098581631335,-0.2940604864583045,0.904338051176186,-0.005598290992284368,0,0,0,-2.8531736404705548,-1.1111010223500841,-1.0202750266820786,42.19613509625037,-29.677346884387134,193.91887932183272,-192.4382944663962,-0.0823900506763251,0.41284372321178453,-0.9791666666666661,0,-28,-38,10,-1,-279.953620830177,-227.90086597127447,-275.1142684383449,0.16637455605425566,0.21216860405994925,0.17027422436941672
H,127550602,2025-04-11T08:00:00Z,6,Early,16,38,Titans,Dragons,0.03594239913148035,0.07471770810997092,8.09844821932048,7.832976422828364,0.15376391727166214,0.16485880732210403,0.017544952502647922,0.02688813619032529,0,0.05122392412823441,0.0059363315572164045,0.006852544633655295,0.00904938667177177,0.00963054421755233,0.03229580952597895,0.019624472339998842,0.2923892253500035,0.3487512954159143,5.984091066697054,4.895566562952408,0.14522391399209625,0.24112677960721016,0.02197256427451729,0.025381333864052627,0.8453967186854949,1.6411433110487794,28.509349530781133,26.891798149369446,0.03801994046153909,0.044710606545634295,0,0,0.016140858691706277,0,0,0,20.89575295370087,20.958463972977505,79.8150954080851,75.52350085144606,50.5628715503351,49.28616254584464,1196.0302137955753,1186.7494726221105,1185.502917478755,1130.89279835687,1351.309908680115,1361.5573772560963,1091.1571337173164,1149.174343085109,2.7281110229787426,2.968899874503757,1.328348190592626,1.5385079632945355,6.0625,6.166666666666667,6,4,90,80,94,84,-4,-4,8,12,1389.7727655246404,1394.56841505462,1391.4481821870183,1414.3149834809703,1399.754549036115,1388.593949466298,0.03877530897849057,-0.2654717964921156,0.011094890050441897,0.009343183687677368,0,9.162130764388907e-4,5.811575457805602e-4,-0.012671337185980108,0.05636207006591082,-1.0885245037446465,0.09590286561511391,0.003408769589535336,0.7957465923632845,-1.6175513814116869,0.006690666084095208,0,0,0,0.0627110192766338,-4.2915945566390405,-1.2767090044904634,-9.280741173464776,-54.61011912188519,10.247468575981202,58.0172093677927,0.24078885152501428,0.21015977270190955,0.10416666666666696,-2,-10,-10,0,4,4.795649529979528,22.866801293951994,-11.160599569816895,0.5069010561860817,0.5328605383075221,0.48394412828897976
A,127550603,2025-04-11T10:00:00Z,6,Early,26,16,Roosters,Broncos,0.01555660011764394,0.07535974881916506,8.390526061458143,8.393404080791694,0.20341405375314217,0.19484990606082034,0.029280259233811074,0.03146528657117994,0.04400792881561495,0.05902503446913327,0.01222624015273643,0.007390218234268044,0.011506959907856447,0.007730901694626088,0.007711317657252549,0.03856272066995525,0.2767444529913222,0.33573423923583023,2.47818194973526,8.21474494243406,0.26299830258361606,0.22527292093068182,0.035366599801097874,0.03242616006304184,1.1265688845565704,1.5099989532703177,29.376891671402692,29.953201694312106,0.03671878335594478,0.02470729003967003,0,0,0,0,0,0,25.078808160665293,25.378035898091316,74.24548541699022,78.16447982303113,47.9029713864803,49.21431008259826,1203.7854538760187,1203.0717885588067,1199.5852366779595,1099.229363234236,1225.0035284584949,1342.9562410827066,1205.7302377682965,1193.4643664289204,2.374818199637819,2.8557982786589644,1.2662864838712382,1.3394802593988415,7.041666666666667,6.059027777777778,2,8,84,164,146,98,-62,66,16,2,1558.8421432700784,1539.6077739624066,1574.8565830530995,1522.4785962913543,1529.89098933821,1537.187889222408,0.05980314870152112,0.0028780193335506965,-0.008564147692321833,0.0021850273373688646,0.015017105653518319,-0.004836021918468387,-0.0037760582132303593,0.030851403012702703,0.05898978624450801,5.736562992698799,-0.03772538165293424,-0.002940439738056036,0.3834300687137473,0.5763100229094142,-0.012011493316274748,0,0,0,0.2992277374260226,3.918994406040909,1.3113386961179572,-0.7136653172119622,-100.35587344372357,117.9527126242117,-12.26587133937619,0.48098007902114537,0.07319377552760331,-0.9826388888888893,6,80,-48,128,-14,-19.23436930767184,-52.377986761745206,7.296899884198183,0.47234776156675756,0.42518792129258154,0.5104995393562013
H,127550604,2025-04-12T05:00:00Z,6,Early,18,24,Eagles,Sharks,0.055017970570132406,0.05502029755525068,8.099016171325891,8.074147996341859,0.14284477766138812,0.14614876089253137,0.021589301389124217,0.023551092664889334,0.03871420627892016,0,0.008353422128432838,0.007666876333206965,0.010549643706880673,0.009226008548945636,0.02188328845600477,0.02764282196330045,0.31287278053321105,0.27972597759752615,5.324359101115275,5.682350396703114,0.21561554976192462,0.23356230252320526,0.02591563895859436,0.038901766785572785,1.3853966624995213,1.4440280957382612,27.634720541168083,30.059198263667064,0.027512087714603874,0.02171870202610907,0,0,0,0.022178657890272513,0,0,26.57365410722241,24.216200833595465,77.75338170596055,76.64024477876482,51.60030075962334,50.0363859621984,1174.4516805195035,1149.8530779973094,1121.566151170611,1185.7425418498578,1279.5653469098518,1211.5360331715517,1260.350244998063,1281.4196275325733,3.4745887069501036,2.206952139304579,1.0512612087225148,1.424648884955848,5.954861111111111,8.833333333333334,0,4,0,111,0,96,0,15,0,10,1527.0397743224803,1552.580037828474,1504.1525845885842,1548.0235642585353,1547.2291796025804,1549.4970932514343,2.3269851182755596e-6,-0.024868174984032265,0.0033039832311432538,0.0019617912757651165,0,-6.865457952258732e-4,-0.0013236351579350367,0.005759533507295682,-0.033146802935684894,0.3579912955878397,0.017946752761280632,0.012986127826978423,0.05863143323873987,2.424477722498981,-0.005793385688494804,0,0,0,-2.3574532736269447,-1.1131369271957254,-1.5639147974249354,-24.598602522194142,64.17639067924688,-68.02931373830006,21.06938253451017,-1.2676365676455248,0.37338767623333324,2.878472222222223,0,0,0,0,0,25.540263505993607,43.87097966995111,2.2679136488538916,0.5366893298530312,0.5628019907335343,0.5032637437448798
A,127550605,2025-04-12T07:30:00Z,6,Early,24,16,Cowboys,Rabbitohs,0.036175712801566534,0.04858037846014691,8.808098130746671,8.561676228951216,0.16162379245885763,0.19240666906266982,0.022602905625201047,0.02314478675537939,0.037032338465246235,0.03977850454515877,0.00571510350773342,0.006378487900796173,0.006968296438357525,0.007734669739905319,0.024763891216050618,0.024119768082673756,0.30766815941585846,0.2837869711734361,5.357784607841255,6.869336363733323,0.165450033177933,0.20578792186646147,0.03144067041545555,0.029767752641639188,0.8594635900256927,1.2240526588722493,30.545340631998982,29.70066330520739,0.03923315152969532,0.03821812094992139,0,0,0.017295689139572287,0,0,0,24.951150943955287,21.08838836797755,77.38319172076822,78.15233542331862,50.46253204708769,52.000515797996755,1109.3583292794162,1223.9497607919989,1181.88802436274,1157.9520263368445,1289.9740220388103,1304.4542393149798,1245.297503785815,1130.317087384855,3.6103016701262254,2.518754533663709,1.4513402838029026,0.9279048023081622,8.020833333333334,7.9375,4,8,92,101,142,97,-50,4,13,5,1550.5211322157636,1492.3583778640932,1514.0510876826584,1526.2712958573577,1573.279623779229,1470.7978956263078,0.012404665658580373,-0.24642190179545587,0.03078287660381218,5.418811301783448e-4,0.002746166079912536,6.633843930627537e-4,7.663733015477936e-4,-6.441231333768616e-4,-0.023881188242422358,1.511551755892068,0.04033788868852847,-0.0016729177738163611,0.3645890688465566,-0.8446773267915937,-0.0010150305797739304,0,0,0,-3.8627625759777366,0.7691437025503944,1.5379837509090635,114.59143151258263,-23.935998025895515,14.48021727616947,-114.98041640095994,-1.0915471364625162,-0.5234354814947404,-0.08333333333333393,4,9,-45,54,-8,-58.1627543516704,12.220208174699337,-102.48172815292128,0.41707031831284147,0.5175790447574039,0.35665039971115325
A,127550606,2025-04-12T09:35:00Z,6,Early,50,12,Raiders,Eels,0.037229874380682766,0.008911328876939099,8.388333938184868,8.023979466163397,0.19117647423935916,0.1377267923795627,0.02936021133532446,0.021067269861487915,0.05551830744464736,0.04798399403000531,0.006768548234064874,0.005654527820131737,0.006828557337818608,0.006902983626953518,0.024268508381684255,0.023617954784491343,0.312092655558388,0.28315582773522635,4.649668478547424,8.847670106579589,0.2464908708051419,0.16550607396472322,0.030105940167219805,0.049990620025002194,1.316843257124759,0.7046852743298412,33.150917090447734,30.319581200631397,0.04314464665905358,0.029680541169607066,0,0,0.01575780480214043,0.014263542941055533,0.045424044820703426,0,20.585205084495197,22.259195927912884,77.47432863217414,76.17167958548308,48.04649636540899,50.70340638723705,1213.3552684646386,1108.7254485223968,1138.7325048224773,1203.1763368901993,1316.8620938482252,1220.0036781891547,1173.3524503991569,1293.2940970093098,3.403711292955473,2.623654164294182,1.0745334192491909,0.7195899367332965,9.024305555555555,7.232638888888889,6,2,118,67,120,152,-2,-85,7,17,1521.364218259071,1427.450487045338,1523.500050382761,1482.4014255684756,1532.9561493039396,1382.9096430385525,-0.028318545503743665,-0.3643544720214713,-0.053449681859796455,-0.008292941473836545,-0.007534313414642051,-0.0011140204139331372,7.442628913491029e-5,-6.505535971929113e-4,-0.028936827823161648,4.198001628032165,-0.08098479684041868,0.01988467985778239,-0.6121579827949178,-2.831335889816337,-0.013464105489446512,0,-0.001494261861084898,0,1.6739908434176876,-1.3026490466910587,2.656910021828061,-104.62981994224174,64.44383206772204,-96.85841565907049,119.94164661015293,-0.7800571286612912,-0.35494348251589436,-1.791666666666666,-4,-51,32,-83,10,-93.91373121373317,-41.09862481428536,-150.04650626538705,0.36804548424297673,0.441128661142288,0.2965591456863216
H,127550607,2025-04-13T04:00:00Z,6,Early,14,42,Warriors,Storm,0.05775473629142873,0.02711187162565579,8.022746327147715,8.568327028544548,0.17079614349025646,0.18735697215486768,0.02913893631084728,0.03201267667105979,0.037222064317298846,0.050207265407158495,0.004703728737356074,0.007274864060468363,0.007750170197884565,0.012281498699443316,0.023612065396345056,0.027910538352683343,0.27814822240901277,0.30495549816338596,4.382257735091804,6.845775035959544,0.1570011664531386,0.27727076573325266,0.026953013098090572,0.03186507783584486,1.0585154986455272,1.3071905739872234,28.9189108388319,28.19981615079222,0.02799964697447158,0.08614297705075198,0,0,0.01725482882916296,0,0,0.045304836151922954,21.679281403427726,30.577974313728486,80.02755459078367,77.60291197592782,51.58605561620114,52.270844183741104,1158.0213390932456,1124.8826717996965,1279.8020532900814,1134.6075158307094,1057.3609609565215,1154.0528619283502,1351.8366306623632,1405.2078909521263,2.521914269477478,3.1485736549017513,0.9345635159191246,1.26066522331215,13.864583333333334,6.913194444444445,6,8,84,142,76,80,8,62,6,3,1473.4684422060986,1703.1723402149246,1461.6029196706052,1677.2954594485777,1487.523581042119,1720.2340887579787,-0.03064286466577294,0.5455807013968332,0.016560828664611227,0.0028737403602125088,0.01298520108985965,0.002571135323112289,0.0045313285015587505,0.0042984729563382874,0.026807275754373194,2.46351730086774,0.12026959928011405,0.0049120647377542855,0.2486750753416962,-0.7190946880396787,0.058143330076280406,0,0,0,8.89869291030076,-2.4246426148558413,0.684788567539961,-33.13866729354913,-145.194537459372,96.69190097182877,53.371260289763086,0.6266593854242735,0.32610170739302546,-6.951388888888889,2,58,4,54,-3,229.70389800882594,215.69253977797257,232.71050771585965,0.7895611094118732,0.7758469279181393,0.792422404574568
A,127550608,2025-04-13T06:05:00Z,6,Early,20,4,Tigers,Knights,0.06304524444319184,0.043577076792163334,8.499634205835747,8.358577976751775,0.18631996425280323,0.2217962147081574,0.023816985904115295,0.019094124830962508,0.0541976279955422,0,0.006162799906578483,0.005334572706499943,0.0075939411298473185,0.007301719789187012,0.030216322690608578,0.011453339764608987,0.35325804016700096,0.32407266878030155,8.266490836480907,3.67097368828642,0.20611790916897402,0.1731048737377018,0.026308892187943564,0.044654547773333525,1.213677211564847,1.014527691255836,28.694232000388713,32.950894183468435,0.04207989993916992,0.02674246797565035,0,0,0.024498016177552664,0,0,0,20.786338478668913,18.889274224260774,77.36615535903579,77.13748301730273,48.82282193089978,48.16851909176907,1191.9228441042947,1249.629769574297,1110.2763422016358,1198.0976476478224,1382.6813473957905,1263.8960660869789,1139.716633499808,1127.4105189975016,2.9054035462132273,2.516791017723906,1.3886277967595178,1.521992137663789,7.895833333333333,6.909722222222222,0,6,0,42,0,66,0,-24,0,9,1298.0470789981202,1474.3090821290446,1336.3550405974356,1462.0634295863028,1297.5410898543712,1475.7369306272858,-0.01946816765102851,-0.14105622908397208,0.035476250455354186,-0.004722861073152788,0,-8.282272000785405e-4,-2.922213406603069e-4,-0.01876298292599959,-0.02918537138669941,-4.595517148194487,-0.03301303543127221,0.01834565558538996,-0.199149520309011,4.256662183079722,-0.015337431963519568,0,0,0,-1.8970642544081393,-0.22867234173305917,-0.6543028391307075,57.70692547000226,87.82130544618667,-118.78528130881159,-12.3061145023064,-0.3886125284893214,0.1333643409042713,-0.9861111111111107,0,0,0,0,0,176.2620031309243,125.70838898886723,178.1958407729146,0.7339283260869367,0.6734071104165111,0.7360964996599176
A,127550701,2025-04-17T09:50:00Z,7,Early,20,18,Dragons,Eagles,0.07261559800432504,0.051185625887114505,7.789319513334299,8.366208702630203,0.15521513172026552,0.14698182779108052,0.024451892245395505,0.02829117277509502,0.05206550620370048,0.03962452998383497,0.007200489703935401,0.009128740609338626,0.010285970171888374,0.009885643765384257,0.019725197899719448,0.023336680995999445,0.35556497442989604,0.3237695965858943,4.951237847516498,5.635839548626544,0.207215126897958,0.24947231153374988,0.022188272170329443,0.029206883400762683,1.4982318619879078,1.4769238053832285,26.842133746657826,28.690149852579104,0.04172273429339458,0.02691925669659288,0,0,0,0,0,0,21.980956134598856,26.059234860789065,75.5520908003593,78.12817880360292,49.38899279309396,51.324282714045935,1180.0445042647839,1166.2045796883333,1128.7392304554576,1133.6521821003744,1349.3439346207304,1275.2714260952607,1170.1038825000026,1258.7692302981793,2.8507658820335315,3.3261133845330972,1.5661974854968634,1.108185536199164,6.076388888888889,5.201388888888889,6,0,118,0,100,0,18,0,10,0,1405.90969076234,1516.3836289091,1418.986378097895,1499.7806044959195,1409.2361843347387,1527.3597293523756,-0.02142997211721054,0.5768891892959038,-0.008233303929185004,0.003839280529699514,-0.012440976219865507,0.001928250905403225,-4.003264065041163e-4,0.0036114830962799965,-0.031795377844001715,0.6846017011100463,0.04225718463579187,0.0070186112304332395,-0.02130805660467927,1.8480161059212783,-0.014803477596801697,0,0,0,4.078278726190209,2.576088003243626,1.9352899209519734,-13.839924576450585,4.912951644916802,-74.07250852546963,88.66534779817675,0.4753475024995657,-0.4580119492976995,-0.875,0,0,0,0,0,110.47393814676002,80.79422639802442,118.12354501763684,0.6538349144012682,0.6142207207886713,0.6637328464010407
H,127550702,2025-04-18T06:05:00Z,7,Early,0,32,Rabbitohs,Bulldogs,0.04442246775914928,0.061370854705215916,8.431938707684727,8.625300615182137,0.1878014723217421,0.1602225601816493,0.018169209000669786,0.026342226325771743,0.04246279407276413,0,0.006947877548543526,0.008084197463514383,0.009527897214897257,0.010517003984406442,0.024744028591515834,0.02870914986559778,0.29023594386086865,0.3331671591924874,6.509617601199798,7.720809291356979,0.19964270788873503,0.23969290402180318,0.031839541327949306,0.03139204819923483,1.1778564806114855,1.472013840354796,30.171721894155798,31.03216250035077,0.04282277868851126,0.027655304574972627,0,0,0,0,0,0,20.7830850658989,22.364957487029976,77.7831952979195,77.37523923787883,51.640484850116955,49.61544701226576,1222.2727751444788,1217.2680737757225,1158.554904756634,1205.4752286033574,1311.9869849560812,1106.742397527646,1123.6980621417638,1301.5693055331092,2.4876292616438866,2.466527347501522,0.9322305141696725,1.113385684349794,5.940972222222222,11.909722222222221,8,10,117,124,121,58,-4,66,5,1,1482.7657605428979,1499.979561077826,1521.0955054097838,1436.4375449707163,1456.5318796378617,1571.4689548624397,0.016948386946066638,0.19336190749741,-0.02757891214009281,0.008173017325101957,0,0.0011363199149708571,9.891067695091856e-4,0.003965121274081947,0.042931215331618755,1.2111916901571806,0.04005019613306815,-4.474931287144768e-4,0.2941573597433105,0.8604406061949703,-0.015167474113538634,0,0,0,1.5818724211310773,-0.4079560600406751,-2.025037837851194,-5.004701368756287,46.92032384672348,-205.24458742843512,177.8712433913454,-0.02110191414236473,0.1811551701801215,5.968749999999999,2,7,-63,70,-4,17.21380053492817,-84.65796043906744,114.93707522457794,0.5247524000870544,0.380522659880054,0.6596266725315845
H,127550703,2025-04-18T10:00:00Z,7,Early,22,42,Storm,Dolphins,0.026518926724596444,0.050418194703577626,8.448029058945519,8.378574965340276,0.17943970447285498,0.13580684867844794,0.03843701545928766,0.023038095339514255,0.04552869681906207,0.043593862532330066,0.007931231968511952,0.006950636515468703,0.008347432169974663,0.007900249671518263,0.0278659961502248,0.02636381676635054,0.2593453687504925,0.3135657158073835,6.17485348723586,5.912717943181852,0.33493817619379307,0.2150478459810291,0.029423418622479665,0.035421100389897375,1.568041299959092,1.2683622045696084,25.238492804198806,30.965033534646754,0.05029212985105446,0.0376575907374044,0,0,0,0,0.04265882452723064,0.050766729719032684,31.26329585490478,22.329443159979622,77.38673725737215,77.77536936621283,52.314593532716636,49.158579225160125,1135.2097114917149,1191.0107818541273,1113.0910648808667,1227.5083929841967,1163.6496902126494,1223.1523434073586,1406.1554174949986,1191.4725685018689,3.079659235607646,2.247102293211628,1.305025309913421,1.3619768162397836,5.25,8.006944444444445,10,4,184,122,94,114,90,8,2,14,1708.0124346984514,1427.6557598091738,1679.5369901693964,1456.3015071615373,1728.537192574996,1413.3310934014164,0.023899267978981183,-0.06945409360524302,-0.04363285579440704,-0.015398920119773406,-0.0019348342867320026,-9.805954530432487e-4,-4.4718249845640025e-4,-0.001502179383874258,0.054220347056890994,-0.26213554405400785,-0.11989033021276396,0.0059976817674177105,-0.2996790953894837,5.726540730447947,-0.012634539113650062,0,0,0.008107905191802045,-8.933852694925157,0.38863210884068167,-3.156014307556511,55.801070362412474,114.41732810332996,59.50265319470918,-214.6828489931297,-0.8325569423960184,0.05695150632636259,2.7569444444444446,-6,-62,20,-82,12,-280.35667488927766,-223.2354830078591,-315.20609917357956,0.1660530118909887,0.21669238166227556,0.1400984925563393
